Investor Name;Investor Name URL;Number of Investments;Number of Exited Companies;Location;Investor Type;Description;Website;Twitter;Facebook;LinkedIn;Number of Portfolio Companies;Number of Lead Investments;Program Duration;Next Application Deadline;Program Type
M & Y Growth Partners;https://www.crunchbase.com/organization/m-y-growth-partners;5;;California City, California, United States;Venture Capital;m&y growth partners is the hands-on VC fund focusing on IT/Mobile investments in any stage in any country.;https://www.;http://twitter.com;;;3;1;;;
M13;https://www.crunchbase.com/organization/m13;;;Beverly Hills, California, United States;Venture Capital;M13 is a diversified holding and branding development company at the nexus of consumer brands and media technology.;http://m13.co/;https://twitter.com/m13company;https://www.facebook.com/M13Company/;https://www.linkedin.com/company/10885435?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A10885435%2Cidx%3A2-1-2%2CtarId%3A1478212168349%2Ctas%3Am13%20company;;;;;
M6 Ventures;https://www.crunchbase.com/organization/israel-tech-trust;1;;La Jolla, California, United States;Micro VC;Israel Tech Trust;http://www.m6clothing.com#!about1/c17xi;;;;1;;;;
Machine Shop Ventures;https://www.crunchbase.com/organization/machine-shop-ventures;5;;Los Angeles, California, United States;Venture Capital;Consumer focused early-to-growth stage VC fund founded by Linkin Park;http://www.machineshopventures.com/;;;;5;;;;
Maddie's Fund;https://www.crunchbase.com/organization/maddie-s-fund;1;;Pleasanton, California, United States;Venture Capital;Maddie's Fund is a network to no kill animal shelters that work with community collaborations of veterinarians and rescue groups.;http://www.maddiesfund.org;https://www.twitter.com/maddiesfund;https://www.facebook.com/maddiesfund;;1;;;;
Madison Parker Capital;https://www.crunchbase.com/organization/madison-parker-capital;8;2;Menlo Park, California, United States;Venture Capital;Madison Parker Capital is a boutique investment firm focused on partnership-oriented investments in middle market companies.;http://www.madisonparkercapital.com;;;;8;3;;;
Maiden Lane Ventures;https://www.crunchbase.com/organization/maiden-lane-ventures;26;3;San Francisco, California, United States;Venture Capital;Maiden Lane Ventures is a San Francisco-based, online venture capital fund that invests in Angel List syndicates.;http://maidenlane.com;;;;23;;;;
Mainsail Partners;https://www.crunchbase.com/organization/mainsail-partners;11;1;San Francisco, California, United States;Private Equity Firm;Mainsail Partners is a San Francisco-based private equity firm with nearly $400 million in committed capital raised from leading;http://www.mainsailpartners.com;;;http://www.linkedin.com/company/76151;10;8;;;
Makower Family Trust;https://www.crunchbase.com/organization/makower-family-trust;1;;San Francisco, California, United States;Venture Capital;Makower Family Trust was added in 2009.;;;;;;;;;
Manatt Digital Media;https://www.crunchbase.com/organization/manatt-digital-media;3;;Los Angeles, California, United States;Venture Capital;Manatt Digital Media offers full-service legal and business consulting for digital media, entertainment and advertising companies.;http://www.manattdigitalmedia.com;http://twitter.com/ManattDM;http://www.facebook.com/ManattPhelpsPhillipsLLP;http://www.linkedin.com/company/manatt-phelps-;3;;;;
Manatt Venture Fund;https://www.crunchbase.com/organization/manatt-venture-fund;25;4;Los Angeles, California, United States;Venture Capital;The Manatt Venture Fund is the investment arm of Manatt, Phelps & Philips, LLP, a Los Angeles-based law firm.;;;;;21;;;;
Manitou Ventures;https://www.crunchbase.com/organization/manitou-ventures;6;;San Francisco, California, United States;Venture Capital;Manitou Ventures is a venture capital firm specializing in investments in seed and early-stage companies in the U.S. and China.;;;;;4;1;;;
March Capital Partners;https://www.crunchbase.com/organization/march-capital-partners;25;2;Santa Monica, California, United States;Venture Capital;March Capital Partners is a Santa Monica-based venture capital firm financing technology companies.;http://www.marchcp.com/;https://twitter.com/MarchCPs;;https://www.linkedin.com/company/march-capital-partners;21;13;;;
Marcus & Millichap;https://www.crunchbase.com/organization/marcus-millichap-venture-partners;7;5;Palo Alto, California, United States;Venture Capital;Founded on Focus - Connected by Technology - Powered by Culture;http://www.marcusmillichap.com;http://twitter.com/mmreis;http://www.facebook.com/pages/Marcus-Millichap/470840972970891;http://www.linkedin.com/company/6346;7;1;;;
Marin Venture Capital;https://www.crunchbase.com/organization/marin-venture-capital;1;;Greenbrae, California, United States;Venture Capital;The private company Marin Venture Capital, LLC is located in Greenbrae, CA. Marin Venture Capital, LLC's line of business is security;;;;;1;;;;
Mark IV Capital;https://www.crunchbase.com/organization/mark-iv-capital;1;;Newport Beach, California, United States;Venture Capital;Mark IV Capital is a company which develop, acquire, own, and manage properties and provider for all the needs of tenants.;http://www.markiv.com;;;;1;1;;;
Marlin Equity Partners;https://www.crunchbase.com/organization/marlin-equity-partners;5;1;Hermosa Beach, California, United States;Private Equity Firm;Marlin Equity Partners provides corporate parents, shareholders and stakeholders with solutions to meet their business and liquidity needs.;http://marlinequity.com;http://twitter.com/MarlinEquity;;;4;2;;;
Matrix Partners;https://www.crunchbase.com/organization/matrix-partners;408;85;San Francisco, California, United States;Venture Capital;Matrix Partners is a California-based venture capital firm focused on seed- and early-stage investments.;http://matrixpartners.com;http://twitter.com/matrixpartners;;https://www.linkedin.com/company/27576?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A27576%2Cidx%3A2-1-4%2CtarId%3A1439007477803%2Ctas%3AMatrix%20Partners;227;123;;;
Maven Ventures;https://www.crunchbase.com/organization/maven-ventures-vc;27;5;Palo Alto, California, United States;Micro VC;Maven Ventures is the first seed venture fund focused exclusively on consumer software and mobile startups.;http://www.mavenventures.com/;https://twitter.com/mavenvc;https://www.facebook.com/MavenVC;https://www.linkedin.com/company/maven-ventures-vc;23;2;;;
Maverick Angels;https://www.crunchbase.com/organization/maverick-angels;2;;Agoura Hills, California, United States;Angel Group;Maverick Angels is an angel group focused on investments in the technology sector.;http://www.maverickangels.com;http://twitter.com/MaverickAngels;http://www.facebook.com/pages/Maverick-Angels/130426340405144;http://www.linkedin.com/company/maverick-angels;2;;;;
Maveron;https://www.crunchbase.com/organization/maveron;142;22;San Francisco, California, United States;Venture Capital;Maveron is a California-based venture capital and private equity firm that finances seed, early, and later stage companies.;http://www.maveron.com;http://twitter.com/maveron;http://www.facebook.com/pages/Maveron/155165766148;http://www.linkedin.com/company/maveron-llc;98;42;;;
Maxim Commercial Capital;https://www.crunchbase.com/organization/maxim-commercial-capital;;;Los Angeles, California, United States;Corporate Venture Capital;Maxim Commercial Capital is a commercial finance company.;http://www.maximcc.com/;;;;;;;;
Maxim Ventures;https://www.crunchbase.com/organization/maxim-ventures;2;;San Jose, California, United States;Venture Capital;Maxim Ventures invests across many industries, including healthcare, resource management, financial transactions, and factory productivity.;http://www.maximventures.com;;;;2;1;;;
Mayfield Fund;https://www.crunchbase.com/organization/mayfield-fund;399;94;Menlo Park, California, United States;Venture Capital;Silicon Valley-based early-stage venture capital firm with a 45 year successful track record and an investment focus on global IT companies;http://www.mayfield.com;http://twitter.com/MayfieldFund;http://www.facebook.com/MayfieldFund;http://www.linkedin.com/company/mayfield-fund;219;121;;;
Maywood Capital Partners;https://www.crunchbase.com/organization/maywood-capital-partners;1;1;Redwood City, California, United States;Micro VC;Venture Capital Firm;http://www.maywoodcapital.com;;;;1;;;;
McCulloch Capital;https://www.crunchbase.com/organization/mcculloch-capital-advisors;1;;Burlingame, California, United States;Angel Group;McCulloch Capital helps entrepreneurs build successful ventures. The firm provides seed capital and advisory services.;http://www.mccullochcapital.com;;;;1;;;;
McKenna Management;https://www.crunchbase.com/organization/mckenna-management;2;;Los Altos, California, United States;Venture Capital;McKenna Management is an accredited Association Management Company which provides nonprofit associations with both full-service management.;http://www.mckennas.com;;;;2;;;;
McKesson Ventures;https://www.crunchbase.com/organization/mckesson-ventures;13;;San Francisco, California, United States;Venture Capital;McKesson Ventures is a California-based venture capital that focuses on the healthcare industry.;http://www.mckessonventures.com;https://twitter.com/MCK_Ventures;https://www.facebook.com/McKessonCorporation/timeline?ref=page_internal;https://www.linkedin.com/company/mckesson;11;3;;;
McKessonHBOC;https://www.crunchbase.com/organization/mckessonhboc;1;1;San Francisco, California, United States;Venture Capital;The nation's sole healthcare provider selected for this year's USA Today.;http://www.hboc.com;https://www.twitter.com/mckesson;https://www.facebook.com/mckessoncorporation;;1;;;;
McKinley Capital Partners;https://www.crunchbase.com/organization/mckinley-capital-partners;1;;Walnut Creek, California, United States;Venture Capital;McKinley Capital Partners is a real estate investment and operating platform focused on both suburban and urban development opportunities.;http://www.mckinleycp.com;;;;1;;;;
McKinley Investments;https://www.crunchbase.com/organization/mckinley-investments;1;;Pasadena, California, United States;Venture Capital;McKinley Investments was added in 2014.;http://www.mckinleyinvestment.com;;;;1;;;;
Medical Capital Corporation;https://www.crunchbase.com/organization/medical-capital-corporation;1;;Tustin, California, United States;Private Equity Firm;Medical Capital is nationwide provider of accounts receivable financing and other asset-based solutions.;http://www.medicalcapital.com/Home.aspx;;;;1;1;;;
MedVenture Associates;https://www.crunchbase.com/organization/medventures-associates;33;6;Emeryville, California, United States;Venture Capital;Identifies and invests in new medical technologies and the entrepreneurs developing them to create the next generation of medical practice.;http://www.medven.com;;;;20;5;;;
Melton Investments;https://www.crunchbase.com/organization/melton-investments;1;1;Sacramento, California, United States;Venture Capital;Melton Investments is a private company categorized under Investors, nec and located in Sacramento, CA.;http://meltonfinancialgroup.com;;;;1;;;;
MemorialCare Innovation Fund;https://www.crunchbase.com/organization/memorialcare-innovation-fund;7;1;Long Beach, California, United States;Venture Capital;MCIF provides strategic investment funding to privately held healthcare companies offering innovative products, services and technologies.;http://www.memorialcareinnovationfund.com;https://twitter.com/memorialcareif;;;4;1;;;
